incident_id,timestamp,location,species,severity,source,temperature,precipitation,wind_speed,visibility,speed_limit,timestamp_weather,temperature_weather,precipitation_weather,wind_speed_weather,visibility_weather,condition,road_segment_id,speed_limit_road,road_type,curvature,lane_count,surface_type,hour,month,is_night,is_weekend,high_precipitation,high_risk_target
INC00009,2022-10-07 02:00:00,Espoo,Lynx,low,manual_upload,5.0,0.5,0.9,4633,70,,,,,,,,,,,,,2,10,1,0,0,0
INC00010,2024-07-28 05:00:00,Kerava,Bird,medium,dashboard,12.4,0.2,6.3,10219,50,,,,,,,,,,,,,5,7,1,1,0,0
INC00011,2025-06-08 12:00:00,Uusikaupunki,Moose,medium,camera_trap,14.4,0.2,2.5,4230,50,,,,,,,,,,,,,12,6,0,1,0,0
INC00012,2024-03-11 13:00:00,Kerava,Wild Boar,low,dashboard,8.3,0.6,9.3,5754,70,,,,,,,,,,,,,13,3,0,0,0,0
INC00013,2023-06-10 01:00:00,Espoo,Deer,high,mobile_app,11.9,1.9,3.9,11739,60,,,,,,,,,,,,,1,6,1,1,1,1
INC00014,2024-03-01 05:00:00,Espoo,Porcupine,medium,api,6.0,1.1,3.0,7848,120,,,,,,,,,,,,,5,3,1,0,1,0
INC00015,2022-10-03 19:00:00,Lappeenranta,Bird,low,camera_trap,3.7,1.1,8.5,6664,100,,,,,,,,,,,,,19,10,0,0,1,0
INC00016,2024-09-23 05:00:00,Jyväskylä,Badger,medium,sensor,3.5,0.4,3.5,6933,60,,,,,,,,,,,,,5,9,1,0,0,0
INC00017,2023-12-31 00:00:00,Espoo,Squirrel,high,mobile_app,-3.0,3.1,9.1,11430,60,,,,,,,,,,,,,0,12,1,1,1,1
INC00018,2025-12-29 13:00:00,Vaasa,Fox,high,camera_trap,-4.3,0.6,3.4,7080,80,,,,,,,,,,,,,13,12,0,0,0,1
INC00019,2024-01-08 03:00:00,Uusikaupunki,Hare,high,mobile_app,-15.6,0.4,5.4,9132,70,,,,,,,,,,,,,3,1,1,0,0,1
INC00020,2022-06-02 17:00:00,Vaasa,Porcupine,low,manual_upload,14.5,1.1,1.8,11510,120,,,,,,,,,,,,,17,6,0,0,1,0
INC00021,2024-05-11 09:00:00,Lappeenranta,Bird,high,manual_upload,4.9,0.5,0.8,8256,60,,,,,,,,,,,,,9,5,0,1,0,1
INC00022,2024-05-09 06:00:00,Kuopio,Otter,medium,camera_trap,3.7,0.1,5.9,7352,80,,,,,,,,,,,,,6,5,0,0,0,0
INC00023,2025-06-06 23:00:00,Oulu,Bird,low,api,16.0,0.4,4.1,6062,60,,,,,,,,,,,,,23,6,1,0,0,0
INC00024,2023-12-19 11:00:00,Hyvinkää,Lynx,medium,gps_collar,-1.9,0.7,10.5,11481,80,,,,,,,,,,,,,11,12,0,0,0,0
INC00025,2024-09-15 11:00:00,Vaasa,Fox,low,gps_collar,6.5,0.3,7.9,12267,80,,,,,,,,,,,,,11,9,0,1,0,0
INC00026,2022-09-06 05:00:00,Helsinki,Porcupine,low,manual_upload,10.6,1.1,6.6,4943,60,,,,,,,,,,,,,5,9,1,0,1,0
INC00027,2023-03-13 20:00:00,Rovaniemi,Squirrel,medium,manual_upload,6.9,0.2,3.7,7108,80,,,,,,,,,,,,,20,3,1,0,0,0
INC00028,2024-11-08 01:00:00,Kerava,Wolverine,medium,gps_collar,9.7,2.5,10.3,14348,70,,,,,,,,,,,,,1,11,1,0,1,0
INC00029,2022-02-01 08:00:00,Turku,Otter,low,gps_collar,-10.8,0.6,9.3,9544,120,,,,,,,,,,,,,8,2,0,0,0,0
INC00030,2023-12-30 14:00:00,Kouvola,Moose,low,sensor,-0.1,0.3,4.9,10119,80,,,,,,,,,,,,,14,12,0,1,0,0
INC00031,2023-03-08 21:00:00,Mikkeli,Deer,low,mobile_app,5.5,1.8,1.3,9836,100,,,,,,,,,,,,,21,3,1,0,1,0
INC00032,2023-12-21 05:00:00,Rauma,Weasel,low,api,-8.8,0.6,7.2,11171,90,,,,,,,,,,,,,5,12,1,0,0,0
INC00033,2022-10-18 13:00:00,Pori,Porcupine,medium,mobile_app,5.4,0.7,4.7,10197,90,,,,,,,,,,,,,13,10,0,0,0,0
INC00034,2023-06-28 03:00:00,Oulu,Badger,medium,dashboard,14.3,2.4,20.7,8234,60,,,,,,,,,,,,,3,6,1,0,1,0
INC00035,2025-12-19 05:00:00,Tampere,Squirrel,low,sensor,-8.9,0.0,8.2,7690,80,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,5,12,1,0,0,0
INC00035,2025-12-19 05:00:00,Tampere,Squirrel,low,sensor,-8.9,0.0,8.2,7690,80,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,5,12,1,0,0,0
INC00035,2025-12-19 05:00:00,Tampere,Squirrel,low,sensor,-8.9,0.0,8.2,7690,80,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,5,12,1,0,0,0
INC00035,2025-12-19 05:00:00,Tampere,Squirrel,low,sensor,-8.9,0.0,8.2,7690,80,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,5,12,1,0,0,0
INC00036,2022-02-23 04:00:00,Turku,Wild Boar,high,sensor,-2.0,5.0,2.9,9943,120,,,,,,,,,,,,,4,2,1,0,1,1
INC00037,2024-04-19 17:00:00,Vaasa,Deer,high,api,2.2,1.2,2.7,9575,90,,,,,,,,,,,,,17,4,0,0,1,1
INC00038,2022-08-04 01:00:00,Espoo,Raccoon,low,camera_trap,20.3,1.4,8.6,8128,120,,,,,,,,,,,,,1,8,1,0,1,0
INC00039,2022-07-08 23:00:00,Uusikaupunki,Weasel,medium,api,12.1,0.5,10.4,8761,60,,,,,,,,,,,,,23,7,1,0,0,0
INC00040,2025-07-21 20:00:00,Uusikaupunki,Fox,high,sensor,15.8,1.1,10.7,8018,90,,,,,,,,,,,,,20,7,1,0,1,1
INC00041,2025-03-01 10:00:00,Kuopio,Wild Boar,medium,gps_collar,5.7,0.6,4.8,8413,120,,,,,,,,,,,,,10,3,0,1,0,0
INC00042,2023-07-04 06:00:00,Pori,Lynx,low,mobile_app,12.4,0.9,0.6,8893,100,,,,,,,,,,,,,6,7,0,0,0,0
INC00043,2024-10-16 16:00:00,Mikkeli,Wild Boar,low,gps_collar,5.3,1.1,3.2,9374,80,,,,,,,,,,,,,16,10,0,0,1,0
INC00044,2022-11-27 10:00:00,Vaasa,Hare,low,manual_upload,4.2,0.1,17.6,12609,70,,,,,,,,,,,,,10,11,0,1,0,0
INC00045,2022-02-27 10:00:00,Hyvinkää,Elk,medium,api,-4.9,0.6,5.8,6889,90,,,,,,,,,,,,,10,2,0,1,0,0
INC00046,2023-08-25 08:00:00,Tampere,Moose,low,mobile_app,10.0,0.0,2.1,12153,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,8,8,0,0,0,0
INC00046,2023-08-25 08:00:00,Tampere,Moose,low,mobile_app,10.0,0.0,2.1,12153,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,8,8,0,0,0,0
INC00046,2023-08-25 08:00:00,Tampere,Moose,low,mobile_app,10.0,0.0,2.1,12153,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,8,8,0,0,0,0
INC00046,2023-08-25 08:00:00,Tampere,Moose,low,mobile_app,10.0,0.0,2.1,12153,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,8,8,0,0,0,0
INC00047,2022-06-10 18:00:00,Vaasa,Moose,low,manual_upload,16.0,1.9,0.8,8943,120,,,,,,,,,,,,,18,6,0,0,1,0
INC00048,2024-06-21 06:00:00,Espoo,Elk,medium,api,20.0,0.8,2.2,4800,70,,,,,,,,,,,,,6,6,0,0,0,0
INC00049,2025-08-18 12:00:00,Kuopio,Elk,low,api,14.3,0.2,13.6,4763,100,,,,,,,,,,,,,12,8,0,0,0,0
INC00050,2025-07-14 16:00:00,Vaasa,Weasel,low,camera_trap,14.7,0.8,11.4,11308,120,,,,,,,,,,,,,16,7,0,0,0,0
INC00051,2025-01-16 13:00:00,Kuopio,Moose,low,manual_upload,-4.8,2.9,17.3,7494,100,,,,,,,,,,,,,13,1,0,0,1,0
INC00052,2025-03-23 01:00:00,Hämeenlinna,Lynx,medium,camera_trap,5.2,4.2,0.6,11201,80,,,,,,,,,,,,,1,3,1,1,1,0
INC00053,2022-05-28 22:00:00,Turku,Deer,medium,camera_trap,7.1,0.7,4.4,6784,100,,,,,,,,,,,,,22,5,1,1,0,0
INC00054,2024-07-15 12:00:00,Turku,Hare,low,api,15.6,2.8,2.5,7111,60,,,,,,,,,,,,,12,7,0,0,1,0
INC00055,2025-05-10 00:00:00,Oulu,Lynx,medium,api,6.1,2.4,6.3,9379,70,,,,,,,,,,,,,0,5,1,1,1,0
INC00056,2025-06-17 06:00:00,Vaasa,Porcupine,high,manual_upload,12.9,7.0,0.7,4949,80,,,,,,,,,,,,,6,6,0,0,1,1
INC00057,2022-09-25 08:00:00,Helsinki,Otter,low,gps_collar,12.7,2.1,2.9,8030,120,,,,,,,,,,,,,8,9,0,1,1,0
INC00058,2022-02-10 07:00:00,Espoo,Wild Boar,high,dashboard,-1.3,0.6,3.4,10135,120,,,,,,,,,,,,,7,2,0,0,0,1
INC00059,2023-10-08 11:00:00,Jyväskylä,Lynx,high,camera_trap,7.2,4.5,2.5,12781,80,,,,,,,,,,,,,11,10,0,1,1,1
INC00060,2023-08-07 16:00:00,Lappeenranta,Wild Boar,low,manual_upload,18.2,0.5,9.4,5008,60,,,,,,,,,,,,,16,8,0,0,0,0
INC00061,2024-10-31 20:00:00,Tampere,Lynx,medium,sensor,5.9,1.2,4.1,7227,120,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,20,10,1,0,1,0
INC00061,2024-10-31 20:00:00,Tampere,Lynx,medium,sensor,5.9,1.2,4.1,7227,120,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,20,10,1,0,1,0
INC00061,2024-10-31 20:00:00,Tampere,Lynx,medium,sensor,5.9,1.2,4.1,7227,120,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,20,10,1,0,1,0
INC00061,2024-10-31 20:00:00,Tampere,Lynx,medium,sensor,5.9,1.2,4.1,7227,120,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,20,10,1,0,1,0
INC00062,2025-05-27 11:00:00,Pori,Lynx,low,mobile_app,7.4,0.2,6.5,11395,100,,,,,,,,,,,,,11,5,0,0,0,0
INC00063,2025-08-21 22:00:00,Oulu,Hare,low,sensor,13.7,2.6,4.9,10886,60,,,,,,,,,,,,,22,8,1,0,1,0
INC00064,2022-06-09 16:00:00,Hyvinkää,Raccoon,high,gps_collar,13.6,6.4,2.4,11400,50,,,,,,,,,,,,,16,6,0,0,1,1
INC00065,2024-05-06 08:00:00,Helsinki,Deer,medium,gps_collar,-1.1,3.6,11.6,7244,80,,,,,,,,,,,,,8,5,0,0,1,0
INC00066,2025-10-05 02:00:00,Rauma,Fox,medium,manual_upload,8.0,0.1,9.8,9927,90,,,,,,,,,,,,,2,10,1,1,0,0
INC00067,2022-08-07 18:00:00,Jyväskylä,Moose,high,gps_collar,10.7,3.0,2.0,8174,50,,,,,,,,,,,,,18,8,0,1,1,1
INC00068,2023-10-05 06:00:00,Lappeenranta,Moose,high,gps_collar,11.0,0.1,5.9,8136,60,,,,,,,,,,,,,6,10,0,0,0,1
INC00069,2022-04-19 12:00:00,Kerava,Moose,medium,camera_trap,3.7,1.5,13.5,7723,100,,,,,,,,,,,,,12,4,0,0,1,0
INC00070,2025-11-28 13:00:00,Kouvola,Wild Boar,medium,sensor,10.9,0.5,3.7,4612,60,,,,,,,,,,,,,13,11,0,0,0,0
INC00071,2024-05-07 22:00:00,Vaasa,Bird,medium,camera_trap,-0.7,2.5,5.4,9855,60,,,,,,,,,,,,,22,5,1,0,1,0
INC00072,2024-03-30 04:00:00,Mikkeli,Badger,low,dashboard,9.4,4.0,3.9,7294,50,,,,,,,,,,,,,4,3,1,1,1,0
INC00073,2022-01-26 10:00:00,Mikkeli,Squirrel,high,gps_collar,-3.8,0.7,1.5,8689,50,,,,,,,,,,,,,10,1,0,0,0,1
INC00074,2022-07-20 01:00:00,Uusikaupunki,Hare,medium,gps_collar,15.8,0.8,3.8,7861,70,,,,,,,,,,,,,1,7,1,0,0,0
INC00075,2022-12-28 16:00:00,Hämeenlinna,Wild Boar,high,manual_upload,1.1,4.3,5.3,7217,60,,,,,,,,,,,,,16,12,0,0,1,1
INC00076,2024-10-06 01:00:00,Pori,Fox,low,camera_trap,3.2,4.6,1.1,9339,120,,,,,,,,,,,,,1,10,1,1,1,0
INC00077,2024-04-06 01:00:00,Kerava,Weasel,medium,mobile_app,2.5,1.7,3.3,8287,90,,,,,,,,,,,,,1,4,1,1,1,0
INC00078,2022-01-22 08:00:00,Uusikaupunki,Bird,high,mobile_app,1.2,1.2,8.4,8415,50,,,,,,,,,,,,,8,1,0,1,1,1
INC00079,2023-01-02 16:00:00,Lahti,Moose,low,manual_upload,1.0,0.4,7.7,3673,100,,,,,,,,,,,,,16,1,0,0,0,0
INC00080,2023-03-01 11:00:00,Lahti,Bird,low,gps_collar,9.3,3.5,4.8,2573,60,,,,,,,,,,,,,11,3,0,0,1,0
INC00081,2024-07-25 07:00:00,Kuopio,Otter,low,mobile_app,17.9,4.5,5.3,7963,120,,,,,,,,,,,,,7,7,0,0,1,0
INC00082,2023-12-22 20:00:00,Rauma,Wolverine,low,sensor,-1.8,0.9,4.1,9008,120,,,,,,,,,,,,,20,12,1,0,0,0
INC00083,2022-05-19 17:00:00,Espoo,Otter,medium,camera_trap,4.6,0.2,3.9,5247,120,,,,,,,,,,,,,17,5,0,0,0,0
INC00084,2024-01-26 12:00:00,Helsinki,Deer,low,sensor,-3.0,3.4,14.9,7202,120,,,,,,,,,,,,,12,1,0,0,1,0
INC00085,2022-12-24 05:00:00,Lahti,Fox,low,mobile_app,-8.3,0.1,2.6,4415,80,,,,,,,,,,,,,5,12,1,1,0,0
INC00086,2025-03-13 20:00:00,Uusikaupunki,Deer,low,manual_upload,4.4,1.1,3.8,8105,50,,,,,,,,,,,,,20,3,1,0,1,0
INC00087,2023-02-12 00:00:00,Uusikaupunki,Deer,medium,dashboard,-1.6,2.1,2.5,6632,70,,,,,,,,,,,,,0,2,1,1,1,0
INC00088,2023-02-09 09:00:00,Rovaniemi,Fox,medium,manual_upload,-9.9,1.4,2.5,2520,70,,,,,,,,,,,,,9,2,0,0,1,0
INC00089,2024-09-22 17:00:00,Helsinki,Wild Boar,low,sensor,10.6,3.4,1.7,5569,60,,,,,,,,,,,,,17,9,0,1,1,0
INC00090,2023-11-13 09:00:00,Turku,Badger,low,dashboard,8.2,1.1,2.1,5739,90,,,,,,,,,,,,,9,11,0,0,1,0
INC00091,2025-01-14 16:00:00,Kerava,Raccoon,low,api,-9.2,0.6,2.4,8546,60,,,,,,,,,,,,,16,1,0,0,0,0
INC00092,2023-03-20 17:00:00,Jyväskylä,Wild Boar,medium,camera_trap,7.7,2.3,1.9,7992,50,,,,,,,,,,,,,17,3,0,0,1,0
INC00093,2023-05-05 18:00:00,Kouvola,Weasel,medium,camera_trap,3.7,0.2,11.6,11489,120,,,,,,,,,,,,,18,5,0,0,0,0
INC00094,2023-11-09 15:00:00,Lahti,Fox,medium,dashboard,4.1,0.7,4.3,8318,100,,,,,,,,,,,,,15,11,0,0,0,0
INC00095,2022-10-23 04:00:00,Lappeenranta,Porcupine,low,manual_upload,6.6,0.3,2.5,5929,120,,,,,,,,,,,,,4,10,1,1,0,0
INC00096,2025-07-09 07:00:00,Vaasa,Hare,high,dashboard,13.4,0.1,6.8,8976,80,,,,,,,,,,,,,7,7,0,0,0,1
INC00097,2024-08-12 19:00:00,Pori,Porcupine,high,dashboard,14.7,2.5,2.2,6669,120,,,,,,,,,,,,,19,8,0,0,1,1
INC00098,2023-09-14 11:00:00,Vaasa,Deer,high,mobile_app,14.1,0.5,11.9,6589,60,,,,,,,,,,,,,11,9,0,0,0,1
INC00099,2024-12-24 01:00:00,Kouvola,Bird,low,dashboard,-9.0,1.1,2.9,7233,50,,,,,,,,,,,,,1,12,1,0,1,0
INC00100,2024-02-02 04:00:00,Hämeenlinna,Otter,low,gps_collar,-9.6,1.0,5.1,7629,80,,,,,,,,,,,,,4,2,1,0,0,0
INC00101,2024-06-23 06:00:00,Tampere,Moose,low,sensor,13.8,0.1,2.5,9901,60,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,6,6,0,1,0,0
INC00101,2024-06-23 06:00:00,Tampere,Moose,low,sensor,13.8,0.1,2.5,9901,60,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,6,6,0,1,0,0
INC00101,2024-06-23 06:00:00,Tampere,Moose,low,sensor,13.8,0.1,2.5,9901,60,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,6,6,0,1,0,0
INC00101,2024-06-23 06:00:00,Tampere,Moose,low,sensor,13.8,0.1,2.5,9901,60,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,6,6,0,1,0,0
INC00102,2023-12-26 21:00:00,Helsinki,Moose,medium,gps_collar,-7.9,0.8,18.0,8424,80,,,,,,,,,,,,,21,12,1,0,0,0
INC00103,2024-08-01 22:00:00,Kouvola,Lynx,low,gps_collar,15.3,0.1,5.9,11950,90,,,,,,,,,,,,,22,8,1,0,0,0
INC00104,2022-11-12 18:00:00,Lappeenranta,Wild Boar,low,gps_collar,6.2,0.3,6.4,9359,60,,,,,,,,,,,,,18,11,0,1,0,0
INC00105,2023-11-27 13:00:00,Helsinki,Raccoon,medium,camera_trap,11.1,0.7,3.4,10369,50,,,,,,,,,,,,,13,11,0,0,0,0
INC00106,2025-11-20 17:00:00,Uusikaupunki,Otter,low,mobile_app,6.0,0.5,0.3,4049,100,,,,,,,,,,,,,17,11,0,0,0,0
INC00107,2023-06-23 00:00:00,Hämeenlinna,Lynx,high,manual_upload,15.0,0.7,7.8,8239,100,,,,,,,,,,,,,0,6,1,0,0,1
INC00108,2024-06-20 15:00:00,Kerava,Badger,low,mobile_app,15.5,0.6,6.3,9273,120,,,,,,,,,,,,,15,6,0,0,0,0
INC00109,2022-12-07 07:00:00,Pori,Elk,medium,sensor,-0.0,3.4,2.8,9010,100,,,,,,,,,,,,,7,12,0,0,1,0
INC00110,2025-01-20 04:00:00,Kouvola,Lynx,low,mobile_app,1.0,3.1,5.6,11217,70,,,,,,,,,,,,,4,1,1,0,1,0
INC00111,2022-12-14 13:00:00,Kuopio,Lynx,low,mobile_app,-6.8,0.4,8.1,10434,80,,,,,,,,,,,,,13,12,0,0,0,0
INC00112,2023-04-21 05:00:00,Kerava,Squirrel,medium,sensor,0.1,0.6,5.1,8426,80,,,,,,,,,,,,,5,4,1,0,0,0
INC00113,2022-01-02 02:00:00,Pori,Bird,low,api,-1.7,0.9,4.8,14609,80,,,,,,,,,,,,,2,1,1,1,0,0
INC00114,2024-05-29 22:00:00,Mikkeli,Wolverine,low,camera_trap,10.3,3.8,6.4,8626,100,,,,,,,,,,,,,22,5,1,0,1,0
INC00115,2023-08-07 13:00:00,Rauma,Wolverine,medium,dashboard,11.6,0.8,4.8,8250,120,,,,,,,,,,,,,13,8,0,0,0,0
INC00116,2023-04-09 08:00:00,Espoo,Bird,medium,gps_collar,12.6,0.8,6.1,10677,100,,,,,,,,,,,,,8,4,0,1,0,0
INC00117,2024-07-04 06:00:00,Espoo,Porcupine,low,dashboard,13.3,0.6,7.6,2198,60,,,,,,,,,,,,,6,7,0,0,0,0
INC00118,2024-04-27 15:00:00,Vaasa,Weasel,low,api,8.8,0.9,2.0,5186,60,,,,,,,,,,,,,15,4,0,1,0,0
INC00119,2022-03-08 16:00:00,Helsinki,Hare,low,camera_trap,4.6,1.0,7.3,7607,90,,,,,,,,,,,,,16,3,0,0,0,0
INC00120,2022-07-18 20:00:00,Mikkeli,Lynx,medium,mobile_app,11.9,4.9,6.1,6002,90,,,,,,,,,,,,,20,7,1,0,1,0
INC00121,2023-06-15 22:00:00,Lappeenranta,Wolverine,high,camera_trap,14.5,1.0,2.3,8373,60,,,,,,,,,,,,,22,6,1,0,0,1
INC00122,2023-02-07 23:00:00,Tampere,Wild Boar,low,dashboard,-5.5,0.3,4.7,14425,120,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,23,2,1,0,0,0
INC00122,2023-02-07 23:00:00,Tampere,Wild Boar,low,dashboard,-5.5,0.3,4.7,14425,120,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,23,2,1,0,0,0
INC00122,2023-02-07 23:00:00,Tampere,Wild Boar,low,dashboard,-5.5,0.3,4.7,14425,120,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,23,2,1,0,0,0
INC00122,2023-02-07 23:00:00,Tampere,Wild Boar,low,dashboard,-5.5,0.3,4.7,14425,120,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,23,2,1,0,0,0
INC00123,2022-10-19 01:00:00,Rovaniemi,Hare,low,api,4.7,2.2,10.4,1352,120,,,,,,,,,,,,,1,10,1,0,1,0
INC00124,2025-11-15 08:00:00,Mikkeli,Deer,low,gps_collar,4.5,0.3,4.9,7625,60,,,,,,,,,,,,,8,11,0,1,0,0
INC00125,2022-11-28 09:00:00,Mikkeli,Fox,low,dashboard,9.6,1.5,3.1,7826,80,,,,,,,,,,,,,9,11,0,0,1,0
INC00126,2025-12-21 08:00:00,Uusikaupunki,Squirrel,medium,sensor,-5.4,0.4,4.3,8247,120,,,,,,,,,,,,,8,12,0,1,0,0
INC00127,2025-04-23 12:00:00,Kerava,Porcupine,low,mobile_app,4.6,1.6,3.1,7427,90,,,,,,,,,,,,,12,4,0,0,1,0
INC00128,2025-03-11 06:00:00,Uusikaupunki,Wolverine,medium,api,5.7,0.8,5.0,6357,100,,,,,,,,,,,,,6,3,0,0,0,0
INC00129,2025-07-20 04:00:00,Mikkeli,Bird,high,dashboard,12.2,0.0,0.8,12412,60,,,,,,,,,,,,,4,7,1,1,0,1
INC00130,2024-01-28 05:00:00,Rauma,Wolverine,high,mobile_app,-10.0,0.7,2.0,9891,60,,,,,,,,,,,,,5,1,1,1,0,1
INC00131,2024-01-20 20:00:00,Mikkeli,Moose,low,mobile_app,-10.7,1.2,2.6,10430,70,,,,,,,,,,,,,20,1,1,1,1,0
INC00132,2023-10-03 07:00:00,Lahti,Badger,medium,sensor,7.9,0.8,15.7,9681,90,,,,,,,,,,,,,7,10,0,0,0,0
INC00133,2022-08-09 00:00:00,Oulu,Fox,low,api,11.1,0.5,4.5,3926,80,,,,,,,,,,,,,0,8,1,0,0,0
INC00134,2023-02-22 06:00:00,Kuopio,Moose,medium,camera_trap,-2.8,1.6,2.8,9317,80,,,,,,,,,,,,,6,2,0,0,1,0
INC00135,2024-06-22 12:00:00,Uusikaupunki,Wolverine,low,camera_trap,19.9,1.6,11.6,7605,50,,,,,,,,,,,,,12,6,0,1,1,0
INC00136,2023-07-19 19:00:00,Rovaniemi,Lynx,low,dashboard,17.4,1.1,3.1,8496,90,,,,,,,,,,,,,19,7,0,0,1,0
INC00137,2022-02-23 08:00:00,Hyvinkää,Lynx,low,camera_trap,-11.1,0.7,2.1,9435,50,,,,,,,,,,,,,8,2,0,0,0,0
INC00138,2024-08-18 12:00:00,Pori,Weasel,medium,camera_trap,9.7,1.6,4.5,8448,120,,,,,,,,,,,,,12,8,0,1,1,0
INC00139,2025-02-18 04:00:00,Uusikaupunki,Raccoon,low,mobile_app,-2.6,0.1,0.9,3776,90,,,,,,,,,,,,,4,2,1,0,0,0
INC00140,2023-08-26 05:00:00,Salo,Hare,medium,sensor,18.0,0.2,4.8,7163,80,,,,,,,,,,,,,5,8,1,1,0,0
INC00141,2025-08-19 03:00:00,Tampere,Lynx,medium,sensor,10.3,2.6,3.0,5281,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,3,8,1,0,1,0
INC00141,2025-08-19 03:00:00,Tampere,Lynx,medium,sensor,10.3,2.6,3.0,5281,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,3,8,1,0,1,0
INC00141,2025-08-19 03:00:00,Tampere,Lynx,medium,sensor,10.3,2.6,3.0,5281,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,3,8,1,0,1,0
